/home/apiasecz/programming/concept_drift_optimal_adaptation_FL/src/test_loss_behavior_under_drift.py:171: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  model.load_state_dict(torch.load(model_path))
seed: 1
policy_id: 1
setting_id: 2
pi_bar: 0.2
drift_rate: 0.01
V: 65
Round 0: Accuracy = 0.7979, Decision = False
Round 1: Accuracy = 0.7863, Decision = False
Epoch 1/5, Loss: 0.7991
Epoch 2/5, Loss: 0.7195
Epoch 3/5, Loss: 0.6714
Epoch 4/5, Loss: 0.6263
Epoch 5/5, Loss: 0.5699
Round 2: Accuracy = 0.7788, Decision = True
Round 3: Accuracy = 0.6411, Decision = False
Epoch 1/5, Loss: 0.5929
Epoch 2/5, Loss: 0.6119
Epoch 3/5, Loss: 0.6534
Epoch 4/5, Loss: 0.6344
Epoch 5/5, Loss: 0.5794
Round 4: Accuracy = 0.6335, Decision = True
Epoch 1/5, Loss: 0.6209
Epoch 2/5, Loss: 0.6265
Epoch 3/5, Loss: 0.5891
Epoch 4/5, Loss: 0.5155
Epoch 5/5, Loss: 0.5022
Round 5: Accuracy = 0.6986, Decision = True
Epoch 1/5, Loss: 0.5386
Epoch 2/5, Loss: 0.4814
Epoch 3/5, Loss: 0.5208
Epoch 4/5, Loss: 0.5053
Epoch 5/5, Loss: 0.4923
Round 6: Accuracy = 0.7534, Decision = True
Round 7: Accuracy = 0.7049, Decision = False
Round 8: Accuracy = 0.6999, Decision = False
Round 9: Accuracy = 0.6978, Decision = False
Round 10: Accuracy = 0.6936, Decision = False
Round 11: Accuracy = 0.6896, Decision = False
Round 12: Accuracy = 0.6845, Decision = False
Round 13: Accuracy = 0.6810, Decision = False
Epoch 1/5, Loss: 0.6151
Epoch 2/5, Loss: 0.5696
Epoch 3/5, Loss: 0.5431
Epoch 4/5, Loss: 0.5034
Epoch 5/5, Loss: 0.4778
Round 14: Accuracy = 0.6812, Decision = True
Round 15: Accuracy = 0.7483, Decision = False
Round 16: Accuracy = 0.7406, Decision = False
Round 17: Accuracy = 0.7373, Decision = False
Epoch 1/5, Loss: 0.5077
Epoch 2/5, Loss: 0.5070
Epoch 3/5, Loss: 0.5139
Epoch 4/5, Loss: 0.4849
Epoch 5/5, Loss: 0.4918
Round 18: Accuracy = 0.7366, Decision = True
Epoch 1/5, Loss: 0.4815
Epoch 2/5, Loss: 0.4726
Epoch 3/5, Loss: 0.4973
Epoch 4/5, Loss: 0.4463
Epoch 5/5, Loss: 0.4508
Round 19: Accuracy = 0.7287, Decision = True
Round 20: Accuracy = 0.6798, Decision = False
Round 21: Accuracy = 0.6747, Decision = False
Round 22: Accuracy = 0.6696, Decision = False
Round 23: Accuracy = 0.6724, Decision = False
Round 24: Accuracy = 0.6725, Decision = False
Round 25: Accuracy = 0.6701, Decision = False
Epoch 1/5, Loss: 0.4905
Epoch 2/5, Loss: 0.5649
Epoch 3/5, Loss: 0.5536
Epoch 4/5, Loss: 0.5055
Epoch 5/5, Loss: 0.5025
Round 26: Accuracy = 0.7500, Decision = True
Epoch 1/5, Loss: 0.5026
Epoch 2/5, Loss: 0.4736
Epoch 3/5, Loss: 0.4529
Epoch 4/5, Loss: 0.4275
Epoch 5/5, Loss: 0.4092
Round 27: Accuracy = 0.6523, Decision = True
Epoch 1/5, Loss: 0.4789
Epoch 2/5, Loss: 0.6480
Epoch 3/5, Loss: 0.5096
Epoch 4/5, Loss: 0.5151
Epoch 5/5, Loss: 0.6256
Round 28: Accuracy = 0.5940, Decision = True
Round 29: Accuracy = 0.6371, Decision = False
Epoch 1/5, Loss: 0.6388
Epoch 2/5, Loss: 0.5195
Epoch 3/5, Loss: 0.4615
Epoch 4/5, Loss: 0.4391
Epoch 5/5, Loss: 0.4050
Round 30: Accuracy = 0.6525, Decision = True
Round 31: Accuracy = 0.7188, Decision = False
Round 32: Accuracy = 0.7250, Decision = False
Round 33: Accuracy = 0.7207, Decision = False
Round 34: Accuracy = 0.7252, Decision = False
Round 35: Accuracy = 0.7227, Decision = False
