/home/apiasecz/programming/concept_drift_optimal_adaptation_FL/src/test_loss_behavior_under_drift.py:171: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  model.load_state_dict(torch.load(model_path))
seed: 4
policy_id: 1
setting_id: 49
pi_bar: 0.1
drift_rate: 0.01
V: 65
Round 0: Accuracy = 0.8162, Decision = False
Round 1: Accuracy = 0.8009, Decision = False
Round 2: Accuracy = 0.7905, Decision = False
Round 3: Accuracy = 0.7894, Decision = False
Round 4: Accuracy = 0.7852, Decision = False
Round 5: Accuracy = 0.7810, Decision = False
Round 6: Accuracy = 0.7720, Decision = False
Epoch 1/5, Loss: 0.8827
Epoch 2/5, Loss: 0.6519
Epoch 3/5, Loss: 0.5225
Epoch 4/5, Loss: 0.5197
Epoch 5/5, Loss: 0.4732
Round 7: Accuracy = 0.7662, Decision = True
Round 8: Accuracy = 0.7645, Decision = False
Round 9: Accuracy = 0.7635, Decision = False
Round 10: Accuracy = 0.7599, Decision = False
Round 11: Accuracy = 0.7525, Decision = False
Round 12: Accuracy = 0.7556, Decision = False
Round 13: Accuracy = 0.7486, Decision = False
Round 14: Accuracy = 0.7434, Decision = False
Round 15: Accuracy = 0.7413, Decision = False
Epoch 1/5, Loss: 0.6321
Epoch 2/5, Loss: 0.5744
Epoch 3/5, Loss: 0.5627
Epoch 4/5, Loss: 0.5253
Epoch 5/5, Loss: 0.5189
Round 16: Accuracy = 0.7375, Decision = True
Round 17: Accuracy = 0.7255, Decision = False
Epoch 1/5, Loss: 0.4807
Epoch 2/5, Loss: 0.4692
Epoch 3/5, Loss: 0.5000
