/home/apiasecz/programming/concept_drift_optimal_adaptation_FL/src/test_loss_behavior_under_drift.py:171: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  model.load_state_dict(torch.load(model_path))
seed: 0
policy_id: 1
setting_id: 3
pi_bar: 0.05
drift_rate: 0.01
V: 65
Round 0: Accuracy = 0.8214, Decision = False
Round 1: Accuracy = 0.8090, Decision = False
Round 2: Accuracy = 0.8067, Decision = False
Round 3: Accuracy = 0.7957, Decision = False
Round 4: Accuracy = 0.7881, Decision = False
Round 5: Accuracy = 0.7809, Decision = False
Round 6: Accuracy = 0.7765, Decision = False
Round 7: Accuracy = 0.7723, Decision = False
Round 8: Accuracy = 0.7674, Decision = False
Round 9: Accuracy = 0.7607, Decision = False
Round 10: Accuracy = 0.7582, Decision = False
Round 11: Accuracy = 0.7529, Decision = False
Round 12: Accuracy = 0.7475, Decision = False
Round 13: Accuracy = 0.7425, Decision = False
Round 14: Accuracy = 0.7424, Decision = False
Round 15: Accuracy = 0.7413, Decision = False
Epoch 1/5, Loss: 0.9642
Epoch 2/5, Loss: 0.6357
Epoch 3/5, Loss: 0.5183
Epoch 4/5, Loss: 0.4712
Epoch 5/5, Loss: 0.4218
Round 16: Accuracy = 0.7351, Decision = True
Round 17: Accuracy = 0.7347, Decision = False
Round 18: Accuracy = 0.7346, Decision = False
Round 19: Accuracy = 0.7339, Decision = False
Round 20: Accuracy = 0.7276, Decision = False
Round 21: Accuracy = 0.7241, Decision = False
Round 22: Accuracy = 0.7211, Decision = False
Round 23: Accuracy = 0.7182, Decision = False
Round 24: Accuracy = 0.7152, Decision = False
