/home/apiasecz/programming/concept_drift_optimal_adaptation_FL/src/test_loss_behavior_under_drift.py:171: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  model.load_state_dict(torch.load(model_path))
seed: 1
policy_id: 1
setting_id: 0
pi_bar: 0.1
drift_rate: 0.01
V: 65
Round 0: Accuracy = 0.7979, Decision = False
Round 1: Accuracy = 0.7863, Decision = False
Epoch 1/5, Loss: 0.7991
Epoch 2/5, Loss: 0.7195
Epoch 3/5, Loss: 0.6714
Epoch 4/5, Loss: 0.6263
Epoch 5/5, Loss: 0.5699
Round 2: Accuracy = 0.7788, Decision = True
Round 3: Accuracy = 0.6411, Decision = False
Round 4: Accuracy = 0.6335, Decision = False
Epoch 1/5, Loss: 0.5723
Epoch 2/5, Loss: 0.6136
Epoch 3/5, Loss: 0.5817
Epoch 4/5, Loss: 0.5804
Epoch 5/5, Loss: 0.5747
Round 5: Accuracy = 0.6239, Decision = True
Round 6: Accuracy = 0.7412, Decision = False
Round 7: Accuracy = 0.7381, Decision = False
Round 8: Accuracy = 0.7366, Decision = False
Round 9: Accuracy = 0.7358, Decision = False
Round 10: Accuracy = 0.7324, Decision = False
Round 11: Accuracy = 0.7290, Decision = False
Round 12: Accuracy = 0.7258, Decision = False
Round 13: Accuracy = 0.7251, Decision = False
Epoch 1/5, Loss: 0.7386
Epoch 2/5, Loss: 0.6694
Epoch 3/5, Loss: 0.6739
Epoch 4/5, Loss: 0.6648
Epoch 5/5, Loss: 0.6175
Round 14: Accuracy = 0.7245, Decision = True
Round 15: Accuracy = 0.7396, Decision = False
Round 16: Accuracy = 0.7357, Decision = False
Round 17: Accuracy = 0.7327, Decision = False
Round 18: Accuracy = 0.7323, Decision = False
Round 19: Accuracy = 0.7268, Decision = False
Round 20: Accuracy = 0.7260, Decision = False
Round 21: Accuracy = 0.7235, Decision = False
Round 22: Accuracy = 0.7206, Decision = False
Round 23: Accuracy = 0.7177, Decision = False
Round 24: Accuracy = 0.7175, Decision = False
Round 25: Accuracy = 0.7146, Decision = False
Epoch 1/5, Loss: 0.6964
Epoch 2/5, Loss: 0.6900
Epoch 3/5, Loss: 0.6634
Epoch 4/5, Loss: 0.6850
Epoch 5/5, Loss: 0.6547
Round 26: Accuracy = 0.7852, Decision = True
Epoch 1/5, Loss: 0.6331
Epoch 2/5, Loss: 0.6297
Epoch 3/5, Loss: 0.6443
Epoch 4/5, Loss: 0.6371
Epoch 5/5, Loss: 0.6174
Round 27: Accuracy = 0.6309, Decision = True
Round 28: Accuracy = 0.5681, Decision = False
Round 29: Accuracy = 0.5859, Decision = False
Epoch 1/5, Loss: 0.6016
Epoch 2/5, Loss: 0.5770
Epoch 3/5, Loss: 0.5865
Epoch 4/5, Loss: 0.6209
Epoch 5/5, Loss: 0.5728
Round 30: Accuracy = 0.5783, Decision = True
Round 31: Accuracy = 0.6758, Decision = False
Round 32: Accuracy = 0.6684, Decision = False
Round 33: Accuracy = 0.6432, Decision = False
Round 34: Accuracy = 0.6507, Decision = False
Round 35: Accuracy = 0.6504, Decision = False
Round 36: Accuracy = 0.6556, Decision = False
Round 37: Accuracy = 0.6410, Decision = False
Epoch 1/5, Loss: 0.5971
Epoch 2/5, Loss: 0.5863
Epoch 3/5, Loss: 0.5920
Epoch 4/5, Loss: 0.5448
Epoch 5/5, Loss: 0.5650
Round 38: Accuracy = 0.6442, Decision = True
Round 39: Accuracy = 0.6855, Decision = False
Round 40: Accuracy = 0.6880, Decision = False
Round 41: Accuracy = 0.6881, Decision = False
Round 42: Accuracy = 0.6901, Decision = False
Round 43: Accuracy = 0.6895, Decision = False
Round 44: Accuracy = 0.6869, Decision = False
Round 45: Accuracy = 0.6897, Decision = False
Round 46: Accuracy = 0.6925, Decision = False
Round 47: Accuracy = 0.6871, Decision = False
Round 48: Accuracy = 0.6832, Decision = False
Round 49: Accuracy = 0.6824, Decision = False
Epoch 1/5, Loss: 0.6468
Epoch 2/5, Loss: 0.5954
Epoch 3/5, Loss: 0.6587
Epoch 4/5, Loss: 0.6522
