/home/apiasecz/programming/concept_drift_optimal_adaptation_FL/src/test_loss_behavior_under_drift.py:171: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  model.load_state_dict(torch.load(model_path))
seed: 2
policy_id: 1
setting_id: 10
pi_bar: 0.1
drift_rate: 0.003
V: 65
Round 0: Accuracy = 0.8090, Decision = False
Epoch 1/5, Loss: 0.6378
Epoch 2/5, Loss: 0.5136
Epoch 3/5, Loss: 0.4981
Epoch 4/5, Loss: 0.4384
Epoch 5/5, Loss: 0.4095
Round 1: Accuracy = 0.8090, Decision = True
Round 2: Accuracy = 0.7083, Decision = False
Round 3: Accuracy = 0.7083, Decision = False
Round 4: Accuracy = 0.7083, Decision = False
Round 5: Accuracy = 0.7083, Decision = False
Round 6: Accuracy = 0.7083, Decision = False
Round 7: Accuracy = 0.7083, Decision = False
Round 8: Accuracy = 0.7083, Decision = False
Round 9: Accuracy = 0.7083, Decision = False
Round 10: Accuracy = 0.7083, Decision = False
Round 11: Accuracy = 0.7083, Decision = False
Round 12: Accuracy = 0.7083, Decision = False
Round 13: Accuracy = 0.7083, Decision = False
Round 14: Accuracy = 0.7083, Decision = False
Round 15: Accuracy = 0.7083, Decision = False
Round 16: Accuracy = 0.7083, Decision = False
Round 17: Accuracy = 0.7083, Decision = False
Round 18: Accuracy = 0.7083, Decision = False
Epoch 1/5, Loss: 0.5720
Epoch 2/5, Loss: 0.5170
Epoch 3/5, Loss: 0.5051
Epoch 4/5, Loss: 0.4955
Epoch 5/5, Loss: 0.5032
Round 19: Accuracy = 0.7083, Decision = True
Round 20: Accuracy = 0.7604, Decision = False
Epoch 1/5, Loss: 0.4803
Epoch 2/5, Loss: 0.4403
Epoch 3/5, Loss: 0.4171
Epoch 4/5, Loss: 0.4223
Epoch 5/5, Loss: 0.3779
Round 21: Accuracy = 0.7604, Decision = True
Round 22: Accuracy = 0.6536, Decision = False
Epoch 1/5, Loss: 0.3995
Epoch 2/5, Loss: 0.4167
Epoch 3/5, Loss: 0.3823
Epoch 4/5, Loss: 0.3485
Epoch 5/5, Loss: 0.3874
Round 23: Accuracy = 0.6536, Decision = True
Round 24: Accuracy = 0.7344, Decision = False
Round 25: Accuracy = 0.7344, Decision = False
Round 26: Accuracy = 0.7344, Decision = False
Round 27: Accuracy = 0.7344, Decision = False
Round 28: Accuracy = 0.7344, Decision = False
Round 29: Accuracy = 0.7344, Decision = False
Round 30: Accuracy = 0.7344, Decision = False
Round 31: Accuracy = 0.7344, Decision = False
Round 32: Accuracy = 0.7344, Decision = False
Round 33: Accuracy = 0.7344, Decision = False
Round 34: Accuracy = 0.7344, Decision = False
Round 35: Accuracy = 0.7344, Decision = False
Round 36: Accuracy = 0.7344, Decision = False
Round 37: Accuracy = 0.7344, Decision = False
Round 38: Accuracy = 0.7344, Decision = False
Round 39: Accuracy = 0.7344, Decision = False
Round 40: Accuracy = 0.7344, Decision = False
Round 41: Accuracy = 0.7344, Decision = False
Round 42: Accuracy = 0.7344, Decision = False
Round 43: Accuracy = 0.7344, Decision = False
Round 44: Accuracy = 0.7344, Decision = False
Round 45: Accuracy = 0.7344, Decision = False
Round 46: Accuracy = 0.7344, Decision = False
Round 47: Accuracy = 0.7344, Decision = False
Round 48: Accuracy = 0.7344, Decision = False
Round 49: Accuracy = 0.7344, Decision = False
Round 50: Accuracy = 0.7344, Decision = False
Epoch 1/5, Loss: 0.5134
Epoch 2/5, Loss: 0.4143
Epoch 3/5, Loss: 0.4190
Epoch 4/5, Loss: 0.4465
Epoch 5/5, Loss: 0.4851
Round 51: Accuracy = 0.7344, Decision = True
Round 52: Accuracy = 0.7734, Decision = False
Round 53: Accuracy = 0.7734, Decision = False
Round 54: Accuracy = 0.7734, Decision = False
Epoch 1/5, Loss: 0.4390
Epoch 2/5, Loss: 0.3551
Epoch 3/5, Loss: 0.3387
Epoch 4/5, Loss: 0.4091
Epoch 5/5, Loss: 0.4008
Round 55: Accuracy = 0.7734, Decision = True
Round 56: Accuracy = 0.7734, Decision = False
Epoch 1/5, Loss: 0.3450
Epoch 2/5, Loss: 0.3249
Epoch 3/5, Loss: 0.2895
Epoch 4/5, Loss: 0.3040
Epoch 5/5, Loss: 0.3099
Round 57: Accuracy = 0.7734, Decision = True
Round 58: Accuracy = 0.6858, Decision = False
Round 59: Accuracy = 0.6858, Decision = False
Round 60: Accuracy = 0.6858, Decision = False
Round 61: Accuracy = 0.6858, Decision = False
Round 62: Accuracy = 0.6858, Decision = False
Round 63: Accuracy = 0.6858, Decision = False
Round 64: Accuracy = 0.6858, Decision = False
Round 65: Accuracy = 0.6858, Decision = False
Round 66: Accuracy = 0.6858, Decision = False
Epoch 1/5, Loss: 0.3389
Epoch 2/5, Loss: 0.3006
Epoch 3/5, Loss: 0.2523
Epoch 4/5, Loss: 0.2950
Epoch 5/5, Loss: 0.2337
Round 67: Accuracy = 0.6858, Decision = True
Round 68: Accuracy = 0.8090, Decision = False
Round 69: Accuracy = 0.8090, Decision = False
Round 70: Accuracy = 0.8090, Decision = False
Round 71: Accuracy = 0.8090, Decision = False
Round 72: Accuracy = 0.8090, Decision = False
Round 73: Accuracy = 0.8090, Decision = False
Round 74: Accuracy = 0.8090, Decision = False
Round 75: Accuracy = 0.8090, Decision = False
Round 76: Accuracy = 0.8090, Decision = False
Epoch 1/5, Loss: 0.2683
Epoch 2/5, Loss: 0.3060
Epoch 3/5, Loss: 0.3893
Epoch 4/5, Loss: 0.3828
Epoch 5/5, Loss: 0.3503
Round 77: Accuracy = 0.8090, Decision = True
Round 78: Accuracy = 0.7943, Decision = False
Round 79: Accuracy = 0.7943, Decision = False
Round 80: Accuracy = 0.7943, Decision = False
Epoch 1/5, Loss: 0.3450
Epoch 2/5, Loss: 0.3340
Epoch 3/5, Loss: 0.3146
Epoch 4/5, Loss: 0.2694
Epoch 5/5, Loss: 0.2439
Round 81: Accuracy = 0.7943, Decision = True
Round 82: Accuracy = 0.7726, Decision = False
Round 83: Accuracy = 0.7726, Decision = False
Round 84: Accuracy = 0.7726, Decision = False
Round 85: Accuracy = 0.7726, Decision = False
Round 86: Accuracy = 0.7726, Decision = False
Round 87: Accuracy = 0.7726, Decision = False
Round 88: Accuracy = 0.7726, Decision = False
Round 89: Accuracy = 0.7726, Decision = False
Round 90: Accuracy = 0.7726, Decision = False
Epoch 1/5, Loss: 0.2776
Epoch 2/5, Loss: 0.2420
Epoch 3/5, Loss: 0.2093
Epoch 4/5, Loss: 0.2219
Epoch 5/5, Loss: 0.2160
Round 91: Accuracy = 0.7726, Decision = True
Round 92: Accuracy = 0.7917, Decision = False
Round 93: Accuracy = 0.7917, Decision = False
Round 94: Accuracy = 0.7917, Decision = False
Round 95: Accuracy = 0.7917, Decision = False
Round 96: Accuracy = 0.7917, Decision = False
Round 97: Accuracy = 0.7917, Decision = False
Round 98: Accuracy = 0.7917, Decision = False
Round 99: Accuracy = 0.7917, Decision = False
Round 100: Accuracy = 0.7917, Decision = False
Round 101: Accuracy = 0.7917, Decision = False
Round 102: Accuracy = 0.7917, Decision = False
Round 103: Accuracy = 0.7917, Decision = False
Round 104: Accuracy = 0.7917, Decision = False
Round 105: Accuracy = 0.7917, Decision = False
Round 106: Accuracy = 0.7917, Decision = False
Round 107: Accuracy = 0.7917, Decision = False
Round 108: Accuracy = 0.7917, Decision = False
Round 109: Accuracy = 0.7917, Decision = False
Round 110: Accuracy = 0.7917, Decision = False
Round 111: Accuracy = 0.7917, Decision = False
Round 112: Accuracy = 0.7917, Decision = False
Round 113: Accuracy = 0.7917, Decision = False
Round 114: Accuracy = 0.7917, Decision = False
Round 115: Accuracy = 0.7917, Decision = False
Round 116: Accuracy = 0.7917, Decision = False
Round 117: Accuracy = 0.7917, Decision = False
Round 118: Accuracy = 0.7917, Decision = False
Round 119: Accuracy = 0.7917, Decision = False
Round 120: Accuracy = 0.7917, Decision = False
Round 121: Accuracy = 0.7917, Decision = False
Round 122: Accuracy = 0.7917, Decision = False
Round 123: Accuracy = 0.7917, Decision = False
Round 124: Accuracy = 0.7917, Decision = False
Round 125: Accuracy = 0.7917, Decision = False
Epoch 1/5, Loss: 0.2939
Epoch 2/5, Loss: 0.3291
Epoch 3/5, Loss: 0.3486
Epoch 4/5, Loss: 0.5428
Epoch 5/5, Loss: 0.4725
