/home/apiasecz/programming/concept_drift_optimal_adaptation_FL/src/test_loss_behavior_under_drift.py:171: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  model.load_state_dict(torch.load(model_path))
seed: 2
policy_id: 1
setting_id: 1
pi_bar: 0.15
drift_rate: 0.01
V: 65
Round 0: Accuracy = 0.7992, Decision = False
Epoch 1/5, Loss: 0.7856
Epoch 2/5, Loss: 0.6094
Epoch 3/5, Loss: 0.5156
Epoch 4/5, Loss: 0.4625
Epoch 5/5, Loss: 0.4401
Round 1: Accuracy = 0.7879, Decision = True
Round 2: Accuracy = 0.7215, Decision = False
Round 3: Accuracy = 0.7125, Decision = False
Round 4: Accuracy = 0.7094, Decision = False
Round 5: Accuracy = 0.7064, Decision = False
Round 6: Accuracy = 0.7032, Decision = False
Round 7: Accuracy = 0.7023, Decision = False
Round 8: Accuracy = 0.6947, Decision = False
Round 9: Accuracy = 0.6969, Decision = False
Round 10: Accuracy = 0.6884, Decision = False
Round 11: Accuracy = 0.6870, Decision = False
Epoch 1/5, Loss: 0.5933
Epoch 2/5, Loss: 0.6540
Epoch 3/5, Loss: 0.7070
Epoch 4/5, Loss: 0.7168
Epoch 5/5, Loss: 0.6396
Round 12: Accuracy = 0.6859, Decision = True
Round 13: Accuracy = 0.7155, Decision = False
Round 14: Accuracy = 0.7154, Decision = False
Round 15: Accuracy = 0.7153, Decision = False
Round 16: Accuracy = 0.7118, Decision = False
Round 17: Accuracy = 0.7092, Decision = False
Round 18: Accuracy = 0.7060, Decision = False
Epoch 1/5, Loss: 0.6805
Epoch 2/5, Loss: 0.5676
Epoch 3/5, Loss: 0.5375
Epoch 4/5, Loss: 0.5048
Epoch 5/5, Loss: 0.4553
Round 19: Accuracy = 0.7035, Decision = True
Round 20: Accuracy = 0.7402, Decision = False
Epoch 1/5, Loss: 0.4385
Epoch 2/5, Loss: 0.5971
Epoch 3/5, Loss: 0.5501
Epoch 4/5, Loss: 0.5317
Epoch 5/5, Loss: 0.5271
Round 21: Accuracy = 0.7368, Decision = True
Round 22: Accuracy = 0.6613, Decision = False
Epoch 1/5, Loss: 0.5170
Epoch 2/5, Loss: 0.4983
Epoch 3/5, Loss: 0.4460
Epoch 4/5, Loss: 0.3985
Epoch 5/5, Loss: 0.4211
Round 23: Accuracy = 0.6618, Decision = True
Epoch 1/5, Loss: 0.4318
Epoch 2/5, Loss: 0.4202
Epoch 3/5, Loss: 0.3829
Epoch 4/5, Loss: 0.3462
Epoch 5/5, Loss: 0.3234
Round 24: Accuracy = 0.7332, Decision = True
Round 25: Accuracy = 0.7408, Decision = False
Round 26: Accuracy = 0.8027, Decision = False
Epoch 1/5, Loss: 0.4027
Epoch 2/5, Loss: 0.3729
Epoch 3/5, Loss: 0.3427
Epoch 4/5, Loss: 0.3338
Epoch 5/5, Loss: 0.3511
Round 27: Accuracy = 0.7363, Decision = True
Round 28: Accuracy = 0.6786, Decision = False
Round 29: Accuracy = 0.7000, Decision = False
Round 30: Accuracy = 0.6904, Decision = False
Round 31: Accuracy = 0.6875, Decision = False
Round 32: Accuracy = 0.6770, Decision = False
Round 33: Accuracy = 0.6686, Decision = False
Round 34: Accuracy = 0.6596, Decision = False
Round 35: Accuracy = 0.6523, Decision = False
Round 36: Accuracy = 0.6547, Decision = False
Round 37: Accuracy = 0.6602, Decision = False
Round 38: Accuracy = 0.6612, Decision = False
Round 39: Accuracy = 0.6602, Decision = False
Round 40: Accuracy = 0.6549, Decision = False
Round 41: Accuracy = 0.6562, Decision = False
Round 42: Accuracy = 0.6542, Decision = False
Round 43: Accuracy = 0.6562, Decision = False
Round 44: Accuracy = 0.6564, Decision = False
Round 45: Accuracy = 0.6493, Decision = False
Round 46: Accuracy = 0.6527, Decision = False
Round 47: Accuracy = 0.6512, Decision = False
Round 48: Accuracy = 0.6548, Decision = False
Round 49: Accuracy = 0.6534, Decision = False
Round 50: Accuracy = 0.6510, Decision = False
Epoch 1/5, Loss: 0.5518
Epoch 2/5, Loss: 0.5433
Epoch 3/5, Loss: 0.4791
Epoch 4/5, Loss: 0.4226
Epoch 5/5, Loss: 0.4131
Round 51: Accuracy = 0.6484, Decision = True
Round 52: Accuracy = 0.6725, Decision = False
Round 53: Accuracy = 0.6702, Decision = False
Round 54: Accuracy = 0.6702, Decision = False
Epoch 1/5, Loss: 0.4420
Epoch 2/5, Loss: 0.5176
Epoch 3/5, Loss: 0.5037
Epoch 4/5, Loss: 0.4191
Epoch 5/5, Loss: 0.4054
Round 55: Accuracy = 0.6691, Decision = True
Round 56: Accuracy = 0.6861, Decision = False
Epoch 1/5, Loss: 0.3928
Epoch 2/5, Loss: 0.3902
Epoch 3/5, Loss: 0.3745
Epoch 4/5, Loss: 0.3293
Epoch 5/5, Loss: 0.3135
Round 57: Accuracy = 0.6850, Decision = True
Round 58: Accuracy = 0.7295, Decision = False
Round 59: Accuracy = 0.7812, Decision = False
Round 60: Accuracy = 0.7562, Decision = False
Round 61: Accuracy = 0.7520, Decision = False
Round 62: Accuracy = 0.7575, Decision = False
Round 63: Accuracy = 0.7536, Decision = False
Round 64: Accuracy = 0.7551, Decision = False
Round 65: Accuracy = 0.7418, Decision = False
Round 66: Accuracy = 0.7345, Decision = False
Epoch 1/5, Loss: 0.3355
Epoch 2/5, Loss: 0.3663
Epoch 3/5, Loss: 0.3727
Epoch 4/5, Loss: 0.3574
Epoch 5/5, Loss: 0.3745
Round 67: Accuracy = 0.7331, Decision = True
Round 68: Accuracy = 0.6708, Decision = False
Round 69: Accuracy = 0.6685, Decision = False
Round 70: Accuracy = 0.6688, Decision = False
Round 71: Accuracy = 0.6706, Decision = False
Round 72: Accuracy = 0.6720, Decision = False
Round 73: Accuracy = 0.6756, Decision = False
Round 74: Accuracy = 0.6720, Decision = False
Round 75: Accuracy = 0.6707, Decision = False
Round 76: Accuracy = 0.6740, Decision = False
Epoch 1/5, Loss: 0.4408
Epoch 2/5, Loss: 0.3982
Epoch 3/5, Loss: 0.3396
Epoch 4/5, Loss: 0.3252
Epoch 5/5, Loss: 0.2953
Round 77: Accuracy = 0.6762, Decision = True
Round 78: Accuracy = 0.6836, Decision = False
Round 79: Accuracy = 0.6825, Decision = False
Round 80: Accuracy = 0.6801, Decision = False
Epoch 1/5, Loss: 0.3521
Epoch 2/5, Loss: 0.3139
Epoch 3/5, Loss: 0.2767
Epoch 4/5, Loss: 0.2786
Epoch 5/5, Loss: 0.2808
Round 81: Accuracy = 0.6812, Decision = True
Round 82: Accuracy = 0.7407, Decision = False
Round 83: Accuracy = 0.6992, Decision = False
Round 84: Accuracy = 0.7214, Decision = False
Round 85: Accuracy = 0.7031, Decision = False
Round 86: Accuracy = 0.7255, Decision = False
Round 87: Accuracy = 0.7326, Decision = False
Round 88: Accuracy = 0.7396, Decision = False
No available target samples left. Reusing existing target indices.
Epoch 1/5, Loss: 0.3189
Epoch 2/5, Loss: 0.3530
Epoch 3/5, Loss: 0.3701
Epoch 4/5, Loss: 0.4035
Epoch 5/5, Loss: 0.3153
Round 89: Accuracy = 0.7387, Decision = True
No available target samples left. Reusing existing target indices.
Round 90: Accuracy = 0.7848, Decision = False
No available target samples left. Reusing existing target indices.
Epoch 1/5, Loss: 0.2943
Epoch 2/5, Loss: 0.2737
Epoch 3/5, Loss: 0.2375
Epoch 4/5, Loss: 0.2639
Epoch 5/5, Loss: 0.2890
Round 91: Accuracy = 0.7818, Decision = True
No available target samples left. Reusing existing target indices.
Round 92: Accuracy = 0.7640, Decision = False
No available target samples left. Reusing existing target indices.
Round 93: Accuracy = 0.7596, Decision = False
No available target samples left. Reusing existing target indices.
Round 94: Accuracy = 0.7588, Decision = False
No available target samples left. Reusing existing target indices.
Round 95: Accuracy = 0.7606, Decision = False
No available target samples left. Reusing existing target indices.
Round 96: Accuracy = 0.7610, Decision = False
No available target samples left. Reusing existing target indices.
Round 97: Accuracy = 0.7600, Decision = False
No available target samples left. Reusing existing target indices.
Round 98: Accuracy = 0.7603, Decision = False
No available target samples left. Reusing existing target indices.
Round 99: Accuracy = 0.7576, Decision = False
No available target samples left. Reusing existing target indices.
Round 100: Accuracy = 0.7562, Decision = False
No available target samples left. Reusing existing target indices.
Epoch 1/5, Loss: 0.3038
Epoch 2/5, Loss: 0.3229
Epoch 3/5, Loss: 0.2986
Epoch 4/5, Loss: 0.2003
Epoch 5/5, Loss: 0.1796
Round 101: Accuracy = 0.7578, Decision = True
No available target samples left. Reusing existing target indices.
Round 102: Accuracy = 0.7754, Decision = False
No available target samples left. Reusing existing target indices.
Round 103: Accuracy = 0.8047, Decision = False
No available target samples left. Reusing existing target indices.
Round 104: Accuracy = 0.8036, Decision = False
No available target samples left. Reusing existing target indices.
Round 105: Accuracy = 0.7888, Decision = False
No available target samples left. Reusing existing target indices.
Round 106: Accuracy = 0.7910, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 107: Accuracy = 0.7910, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 108: Accuracy = 0.7910, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 109: Accuracy = 0.7910, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 110: Accuracy = 0.7910, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 111: Accuracy = 0.7910, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 112: Accuracy = 0.7910, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 113: Accuracy = 0.7910, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 114: Accuracy = 0.7910, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 115: Accuracy = 0.7910, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 116: Accuracy = 0.7910, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 117: Accuracy = 0.7910, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 118: Accuracy = 0.7910, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 119: Accuracy = 0.7910, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 120: Accuracy = 0.7910, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 121: Accuracy = 0.7910, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 122: Accuracy = 0.7910, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 123: Accuracy = 0.7910, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Epoch 1/5, Loss: 0.2037
Epoch 2/5, Loss: 0.1916
Epoch 3/5, Loss: 0.2019
Epoch 4/5, Loss: 0.2377
Epoch 5/5, Loss: 0.2421
Round 124: Accuracy = 0.7910, Decision = True
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 125: Accuracy = 0.8019, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Epoch 1/5, Loss: 0.1726
Epoch 2/5, Loss: 0.1953
Epoch 3/5, Loss: 0.2444
Epoch 4/5, Loss: 0.1905
Epoch 5/5, Loss: 0.1649
Round 126: Accuracy = 0.8019, Decision = True
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 127: Accuracy = 0.7650, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 128: Accuracy = 0.7650, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 129: Accuracy = 0.7650, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Epoch 1/5, Loss: 0.1486
Epoch 2/5, Loss: 0.1462
Epoch 3/5, Loss: 0.1678
Epoch 4/5, Loss: 0.1435
Epoch 5/5, Loss: 0.1296
Round 130: Accuracy = 0.7650, Decision = True
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 131: Accuracy = 0.7852, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 132: Accuracy = 0.7852, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 133: Accuracy = 0.7852, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 134: Accuracy = 0.7852, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 135: Accuracy = 0.7852, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 136: Accuracy = 0.7852, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 137: Accuracy = 0.7852, Decision = False
No available target samples left. Reusing existing target indices.
